image_path,embedding_index
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210425T140305_1817_patch_1.jpg,436
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T090737_0226_patch_1.jpg,437
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T090946_0277_patch_7.jpg,438
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091152_0327_patch_14.jpg,439
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091548_0420_patch_5.jpg,440
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091635_0438_patch_9.jpg,441
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T091640_0440_patch_14.jpg,442
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092636_0532_patch_0.jpg,443
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092644_0535_patch_5.jpg,444
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092840_0581_patch_8.jpg,445
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092852_0586_patch_8.jpg,446
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092855_0587_patch_8.jpg,447
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092938_0604_patch_7.jpg,448
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T092959_0612_patch_10.jpg,449
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093017_0619_patch_0.jpg,450
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093130_0648_patch_2.jpg,451
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093135_0650_patch_7.jpg,452
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093401_0707_patch_2.jpg,453
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T093648_0773_patch_13.jpg,454
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T094830_0950_patch_1.jpg,455
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T094830_0950_patch_5.jpg,456
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095059_1009_patch_5.jpg,457
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095251_1053_patch_6.jpg,458
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095657_1150_patch_10.jpg,459
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095838_1190_patch_11.jpg,460
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T095840_1191_patch_11.jpg,461
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T100151_1266_patch_12.jpg,462
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T100514_1346_patch_4.jpg,463
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T100650_1384_patch_8.jpg,464
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101344_1451_patch_5.jpg,465
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101422_1466_patch_8.jpg,466
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101428_1468_patch_12.jpg,467
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101518_1488_patch_3.jpg,468
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101634_1518_patch_4.jpg,469
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101703_1530_patch_12.jpg,470
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101722_1537_patch_1.jpg,471
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101936_1590_patch_3.jpg,472
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101943_1593_patch_8.jpg,473
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T101953_1597_patch_1.jpg,474
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102021_1608_patch_11.jpg,475
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102138_1638_patch_0.jpg,476
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102140_1639_patch_9.jpg,477
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102143_1640_patch_4.jpg,478
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102145_1641_patch_14.jpg,479
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102358_1693_patch_9.jpg,480
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102436_1708_patch_6.jpg,481
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102521_1726_patch_6.jpg,482
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102737_1779_patch_3.jpg,483
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T102750_1784_patch_10.jpg,484
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T103801_1848_patch_8.jpg,485
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T103902_1872_patch_3.jpg,486
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T103909_1875_patch_13.jpg,487
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T104150_1938_patch_0.jpg,488
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T104248_1961_patch_3.jpg,489
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T104258_1965_patch_13.jpg,490
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20210426T110322_2318_patch_6.jpg,491
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T135749_0035_patch_2.jpg,492
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140257_0157_patch_7.jpg,493
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140445_0199_patch_2.jpg,494
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140738_0267_patch_7.jpg,495
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140740_0268_patch_7.jpg,496
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T140926_0310_patch_6.jpg,497
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T142321_0524_patch_9.jpg,498
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T142958_0680_patch_6.jpg,499
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143057_0703_patch_2.jpg,500
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143128_0715_patch_3.jpg,501
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143138_0719_patch_8.jpg,502
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143141_0720_patch_13.jpg,503
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T143849_0796_patch_12.jpg,504
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T145202_1108_patch_13.jpg,505
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T145242_1124_patch_8.jpg,506
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T145755_1155_patch_13.jpg,507
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150040_1220_patch_2.jpg,508
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150045_1222_patch_7.jpg,509
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150332_1288_patch_4.jpg,510
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150334_1289_patch_4.jpg,511
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150539_1338_patch_8.jpg,512
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T150622_1355_patch_5.jpg,513
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151024_1450_patch_2.jpg,514
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151036_1454_patch_12.jpg,515
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151106_1466_patch_1.jpg,516
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T151111_1468_patch_6.jpg,517
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152426_1567_patch_1.jpg,518
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152429_1568_patch_1.jpg,519
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152436_1571_patch_13.jpg,520
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152524_1590_patch_2.jpg,521
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152529_1592_patch_7.jpg,522
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152537_1595_patch_11.jpg,523
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152556_1603_patch_7.jpg,524
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T152632_1616_patch_10.jpg,525
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T153831_1899_patch_6.jpg,526
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T153836_1901_patch_11.jpg,527
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20220502T153951_1930_patch_8.jpg,528
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105354_0037_patch_7.jpg,529
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105440_0055_patch_12.jpg,530
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105557_0086_patch_6.jpg,531
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105620_0095_patch_10.jpg,532
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105648_0106_patch_6.jpg,533
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T105832_0147_patch_3.jpg,534
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110239_0244_patch_0.jpg,535
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110355_0274_patch_1.jpg,536
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110358_0275_patch_1.jpg,537
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T110358_0275_patch_2.jpg,538
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T111259_0342_patch_4.jpg,539
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T112735_0687_patch_9.jpg,540
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T112740_0689_patch_4.jpg,541
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T112740_0689_patch_8.jpg,542
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113342_0733_patch_7.jpg,543
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113345_0734_patch_7.jpg,544
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113729_0823_patch_1.jpg,545
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113845_0853_patch_13.jpg,546
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113853_0856_patch_3.jpg,547
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113900_0859_patch_13.jpg,548
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T113924_0868_patch_2.jpg,549
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114020_0890_patch_14.jpg,550
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114138_0921_patch_8.jpg,551
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114349_0972_patch_10.jpg,552
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114354_0974_patch_1.jpg,553
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114359_0976_patch_7.jpg,554
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114432_0989_patch_6.jpg,555
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114434_0990_patch_7.jpg,556
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114527_1011_patch_3.jpg,557
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114630_1036_patch_1.jpg,558
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114711_1052_patch_7.jpg,559
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114749_1067_patch_7.jpg,560
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114817_1078_patch_6.jpg,561
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114837_1086_patch_3.jpg,562
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T114847_1090_patch_13.jpg,563
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T115253_1187_patch_12.jpg,564
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T115306_1192_patch_9.jpg,565
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120029_1285_patch_1.jpg,566
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120301_1345_patch_0.jpg,567
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120925_1496_patch_14.jpg,568
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120935_1500_patch_0.jpg,569
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T120937_1501_patch_0.jpg,570
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T121206_1560_patch_0.jpg,571
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T122504_1785_patch_0.jpg,572
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T122514_1789_patch_8.jpg,573
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T122519_1791_patch_3.jpg,574
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T123340_1988_patch_2.jpg,575
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T123406_1998_patch_7.jpg,576
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230501T124459_2158_patch_4.jpg,577
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T094046_0011_patch_11.jpg,578
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T094608_0139_patch_1.jpg,579
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T100115_0393_patch_7.jpg,580
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T100258_0434_patch_9.jpg,581
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101159_0647_patch_12.jpg,582
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101421_0703_patch_7.jpg,583
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101440_0710_patch_9.jpg,584
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T101445_0712_patch_14.jpg,585
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103025_0841_patch_11.jpg,586
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103032_0844_patch_1.jpg,587
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103133_0868_patch_7.jpg,588
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103138_0870_patch_8.jpg,589
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103207_0881_patch_8.jpg,590
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103459_0949_patch_11.jpg,591
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103531_0961_patch_5.jpg,592
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103616_0979_patch_12.jpg,593
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103626_0983_patch_2.jpg,594
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103850_1040_patch_10.jpg,595
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103855_1042_patch_11.jpg,596
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T103938_1059_patch_2.jpg,597
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104147_1110_patch_7.jpg,598
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104152_1112_patch_7.jpg,599
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104155_1113_patch_12.jpg,600
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104202_1116_patch_7.jpg,601
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104500_1186_patch_11.jpg,602
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104518_1193_patch_10.jpg,603
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104520_1194_patch_5.jpg,604
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104525_1196_patch_0.jpg,605
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104533_1199_patch_0.jpg,606
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T104603_1210_patch_6.jpg,607
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105106_1259_patch_13.jpg,608
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105129_1268_patch_6.jpg,609
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105137_1271_patch_2.jpg,610
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T105252_1300_patch_4.jpg,611
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T110029_1480_patch_13.jpg,612
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T110916_1688_patch_0.jpg,613
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T110921_1690_patch_5.jpg,614
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T111702_1788_patch_10.jpg,615
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T112211_1856_patch_1.jpg,616
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T112537_1937_patch_11.jpg,617
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T112728_1981_patch_0.jpg,618
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGB_20230503T114235_2248_patch_4.jpg,619
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135300_0830_patch_8.jpg,620
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135310_0838_patch_8.jpg,621
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135313_0840_patch_2.jpg,622
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135315_0842_patch_7.jpg,623
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T135320_0846_patch_12.jpg,624
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T140110_1085_patch_2.jpg,625
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T140123_1095_patch_13.jpg,626
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_MANGBMAN_20220503T140130_1101_patch_3.jpg,627
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T092851_0263_patch_8.jpg,628
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T092944_0284_patch_3.jpg,629
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T092946_0285_patch_8.jpg,630
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T094815_0670_patch_11.jpg,631
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T095652_0877_patch_8.jpg,632
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T102313_1351_patch_12.jpg,633
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T102315_1352_patch_12.jpg,634
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T102333_1359_patch_13.jpg,635
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103043_1531_patch_9.jpg,636
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103048_1533_patch_4.jpg,637
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103702_1644_patch_7.jpg,638
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103924_1662_patch_14.jpg,639
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T103926_1663_patch_14.jpg,640
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104041_1693_patch_14.jpg,641
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104201_1725_patch_14.jpg,642
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104211_1729_patch_4.jpg,643
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104727_1801_patch_4.jpg,644
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104735_1804_patch_1.jpg,645
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104735_1804_patch_9.jpg,646
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104737_1805_patch_6.jpg,647
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104740_1806_patch_6.jpg,648
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104742_1807_patch_3.jpg,649
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104750_1810_patch_10.jpg,650
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104802_1815_patch_2.jpg,651
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_NEDS2_20220504T104822_1823_patch_2.jpg,652
